Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,DebtRatio,AccountAgeRatio
4000,24,Employed - full time,Debt consolidation,0,193,1,29,11,6,3,6,18,38.55,5319,5319,7,1.3297499996675626,0.005181347123412709
5000,48,Employed - full time,Other,0,74,7,55,16,6,14,1,39,27.65,5698,5698,7,1.1395999997720798,0.09459459331628928
4000,48,Employed - part time,Debt consolidation,1,326,20,5,4,0,0,0,1,157.6,4600,4600,0,1.1499999997125,0.0613496930633445
15000,60,Employed - full time,Home improvements,0,201,2,30,21,0,0,4,9,73.77,146961,36481,0,9.79739999934684,0.009950248706715181
8000,60,Employed - full time,Other,0,396,7,15,11,0,0,1,4,110.67,67590,33781,0,8.448749998943907,0.017676767632129376
20000,60,Employed - full time,Other,0,217,2,26,10,2,0,1,16,75.6,379839,28682,0,18.9919499990504,0.009216589819278387
1000,12,Employed - full time,debt consolidation,0,106,9,16,9,0,7,1,7,47.31,15074,15074,7,15.073999984926001,0.0849056595763617
20000,60,Employed - full time,Home improvements,0,171,56,4,2,0,0,0,2,121.5,195,195,0,0.0097499999995125,0.32748537820183987
6500,48,Employed - full time,Other,0,163,0,21,15,1,5,4,6,40.1,8751,8751,7,1.3463076921005679,0.0
4000,48,Employed - full time,Household,1,173,43,7,6,0,0,0,1,92.14,6714,6714,0,1.678499999580375,0.2485549118580641
4000,48,Self employed,Other,0,28,1,6,6,0,0,3,0,12.83,458,458,0,0.114499999971375,0.035714284438775556
15000,60,Employed - full time,Car repair,0,141,21,10,7,1,0,0,3,49.0,7501,7501,0,0.5000666666333289,0.14893616915648109
4000,48,Employed - full time,Other,0,248,1,6,5,1,0,2,1,60.67,7214,7214,0,1.803499999549125,0.004032258048257024
2000,30,Employed - full time,Other,0,213,1,33,14,8,0,9,19,48.39,13282,13282,0,6.6409999966795,0.0046948356587096915
5000,48,Employed - full time,Other,0,74,4,3,2,0,0,1,1,41.33,164,164,0,0.03279999999344,0.05405405332359388
1000,24,Employed - full time,Other,0,89,2,12,10,0,4,3,2,45.33,1352,1352,7,1.351999998648,0.022471909859866183
7500,60,Employed - full time,Other,0,114,0,13,13,0,0,1,0,45.15,33634,33634,0,4.484533332735396,0.0
3000,36,Employed - part time,Car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.0003333333332222222,1.000001000001
1000,12,Employed - full time,Consolidation,0,208,4,15,9,3,5,4,6,42.27,5588,5588,7,5.587999994412,0.01923076913831361
1000,12,Employed - full time,Other,1,265,12,16,13,0,1,0,3,71.62,220551,27374,0,220.550999779449,0.045283018697045214
8000,36,Employed - part time,Car,0,219,8,16,9,3,0,2,7,50.31,312192,7108,0,39.023999995122,0.03652968019849461
1000,24,Employed - full time,Other,0,125,11,9,7,0,4,1,2,36.67,1530,1530,7,1.52999999847,0.08799999929600001
12000,60,Employed - full time,Debt consolidation,0,158,8,14,10,2,0,1,4,49.14,27206,27206,0,2.267166666477736,0.0506329110719436
3000,48,Employed - full time,Other,0,123,45,9,3,1,2,0,6,79.56,3199,3199,1,1.066333332977889,0.3658536555621654
12000,60,Employed - full time,Car,0,25,3,4,3,1,0,1,1,16.0,0,0,0,0.0,0.11999999520000018
18000,60,Employed - full time,Other,0,122,1,18,13,0,0,1,5,57.56,182574,25927,0,10.1429999994365,0.008196721244289171
10500,48,Employed - full time,Other,0,134,0,10,9,0,0,2,1,55.4,11032,11032,0,1.0506666665666031,0.0
1500,24,Employed - full time,Other,0,88,3,4,4,0,1,1,0,47.75,1277,1277,7,0.8513333327657777,0.034090908703512404
4000,48,Employed - full time,Other,0,211,14,17,16,0,0,0,1,47.82,24101,24101,0,6.025249998493687,0.06635071058601559
5000,36,Employed - full time,Home improvements,0,13,13,1,1,0,0,0,0,13.0,338,338,0,0.06759999998647999,0.9999999230769291
16000,48,Employed - full time,Car,0,387,10,20,12,2,0,2,8,111.5,52669,8341,0,3.2918124997942617,0.025839793214884256
1000,12,Employed - full time,car,0,113,5,20,13,0,4,4,7,51.7,21168,21168,7,21.167999978832,0.04424778721904613
14000,48,Retired,Other,0,329,42,21,9,0,0,0,12,159.29,15843,15843,0,1.1316428570620254,0.1276595740800621
5000,36,Employed - full time,Home improvements,1,295,2,19,8,1,1,1,11,93.53,16367,7557,0,3.2733999993453198,0.006779660993967251
1000,12,Employed - full time,Consolidation,0,135,1,23,13,2,0,8,10,27.13,4368,4368,0,4.367999995632,0.007407407352537723
4000,48,Self employed,Other,1,148,5,12,8,1,1,2,4,39.83,26717,26717,0,6.679249998330188,0.03378378355551498
3000,36,Employed - full time,Consolidation,0,93,1,24,14,0,0,6,10,30.17,18641,18641,0,6.213666664595444,0.01075268805642271
2000,54,Retired,Other,0,371,28,14,9,0,0,0,5,135.64,24535,24535,0,12.267499993866249,0.0754716979097798
1100,36,Employed - full time,Debt consolidation,0,22,4,9,8,1,0,4,1,12.0,2257,2257,0,2.0518181799528925,0.18181817355371938
7500,36,Employed - full time,Home Improvments,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.00013333333331555554,1.000001000001
20000,60,Employed - full time,Other,0,767,8,18,7,1,0,2,11,118.61,335471,36631,0,16.77354999916132,0.010430247704784554
8500,60,Employed - full time,Other,0,398,1,22,13,1,1,1,9,93.0,23761,23761,7,2.79541176437701,0.00251256280775738
7000,60,Employed - full time,Other,0,185,3,41,15,5,0,3,26,54.02,281548,39360,0,40.221142851396976,0.016216216128560994
1000,12,Employed - full time,Other,0,148,3,13,8,1,1,2,5,48.54,6473,6473,7,6.472999993527,0.020270270133308985
2000,12,Employed - full time,Other,0,145,2,21,11,0,4,4,10,49.38,5032,5032,7,2.5159999987419996,0.013793103353151011
4000,24,Employed - full time,Other,0,148,4,28,17,2,8,5,11,38.32,16962,16962,7,4.2404999989398755,0.02702702684441198
7500,60,Employed - full time,Car,0,317,3,30,9,1,0,1,21,82.9,278119,45381,0,37.08253332838899,0.009463722367622327
20000,60,Employed - full time,Vets bills,0,241,2,25,15,4,0,3,10,57.0,82258,82258,0,4.1128999997943545,0.008298755152287323
10000,60,Employed - full time,Car,0,74,3,6,5,1,0,3,1,25.0,18953,18953,0,1.89529999981047,0.040540539992695405
1000,36,Employed - full time,Other,0,101,1,11,10,1,0,3,1,38.73,5846,5846,0,5.845999994154,0.009900990000980298
5000,60,Employed - full time,Other,0,91,8,16,9,1,0,2,7,35.06,3996,3996,3,0.79919999984016,0.08791208694602103
10000,36,Employed - full time,Other,0,322,32,9,5,0,2,0,4,142.89,67343,32,3,6.73429999932657,0.09937888167894757
5000,24,Employed - full time,Other,0,79,2,9,8,1,0,5,1,17.56,4639,4639,0,0.92779999981444,0.025316455375741072
15000,60,Employed - full time,Other,0,246,1,12,9,0,0,3,3,92.83,14601,14601,0,0.9733999999351066,0.0040650406338819485
5700,24,Employed - full time,Consolidation,0,177,12,40,8,8,0,0,32,42.4,18347,18347,0,3.2187719292598644,0.06779660978645984
4000,36,Employed - full time,Other,0,186,40,8,5,1,2,0,3,94.62,6273,6273,7,1.5682499996079375,0.2150537622846572
6500,48,Employed - full time,car,0,186,12,36,10,1,9,0,26,42.19,2833,2833,7,0.4358461537791006,0.06451612868539716
3000,24,Employed - full time,Other,0,229,2,16,11,1,7,1,5,53.56,6527,6527,7,2.1756666659414443,0.008733624416010374
1000,12,Employed - full time,Other,0,58,3,25,9,7,0,6,16,23.6,2962,2962,0,2.961999997038,0.05172413703923902
12000,24,Employed - full time,Other,0,138,23,12,6,0,0,0,6,59.42,12397,12397,0,1.033083333247243,0.1666666654589372
15000,60,Employed - full time,Home improvement,0,220,2,19,13,1,0,3,6,57.11,178751,24044,0,11.916733332538884,0.009090909049586777
3000,48,Employed - full time,car,1,148,1,8,7,0,0,1,1,43.75,10220,10220,0,3.406666665531111,0.006756756711102995
5000,60,Employed - part time,Consolidation,0,226,4,28,17,1,0,5,11,63.96,20555,20555,0,4.1109999991778,0.01769911496593312
1000,12,Employed - full time,Debt consolidation,1,138,4,18,6,2,7,2,12,61.39,2100,2100,0,2.0999999979,0.028985507036336906
10000,60,Employed - full time,Car,0,182,1,16,12,1,9,2,4,48.69,5623,5623,7,0.56229999994377,0.0054945054643159045
15000,60,Employed - full time,new car,0,159,12,17,10,1,0,0,7,77.35,118176,19064,0,7.878399999474773,0.07547169763854278
15000,18,Employed - full time,Other,0,77,1,9,6,0,0,2,3,32.67,6858,6858,0,0.45719999996952,0.012987012818350484
1000,24,Employed - full time,Other,0,91,2,4,2,0,1,1,2,67.25,198,198,0,0.197999999802,0.021978021736505256
1000,12,Employed - full time,Home improvements,0,13,1,3,3,0,0,2,0,5.0,653,653,0,0.652999999347,0.07692307100591762
11000,54,Employed - full time,Other,0,187,3,17,13,2,0,3,4,48.88,16094,16094,0,1.4630909089579007,0.016042780662872833
15000,60,Employed - full time,home improvements,0,240,14,22,12,1,0,0,10,82.27,838430,15391,0,55.89533332960698,0.05833333309027778
2000,24,Employed - part time,Other,0,76,9,18,10,5,0,2,8,23.33,2266,2266,0,1.1329999994334998,0.11842105107340722
4000,48,Employed - full time,Other,0,147,2,5,5,0,0,3,0,49.2,13345,13345,0,3.3362499991659376,0.01360544208431672
4000,48,Self employed,Other,1,767,8,7,7,0,0,1,0,176.14,1726,1726,0,0.431499999892125,0.010430247704784554
1000,12,Employed - full time,new car,0,56,1,4,4,0,0,3,0,18.75,196,196,0,0.195999999804,0.017857142538265314
1000,36,Employed - full time,new car,0,131,1,12,7,1,3,3,5,38.58,1916,1916,7,1.915999998084,0.00763358772798788
2000,24,Employed - full time,Vet bills,0,241,3,16,12,0,0,1,4,71.44,81463,81463,0,40.73149997963425,0.012448132728430985
2000,36,Employed - full time,Other,0,240,10,17,10,1,1,1,7,85.65,15561,15561,0,7.780499996109749,0.04166666649305556
3400,60,Employed - full time,Other,1,273,1,18,16,1,0,1,2,110.06,16348,16348,0,4.80823529270346,0.0036630036495860674
12500,48,Employed - part time,Car purchase,0,171,6,28,17,0,0,1,11,74.29,104235,12812,0,8.338799999332895,0.035087719093054276
8000,48,Employed - full time,Other,0,103,44,5,2,0,0,0,3,66.8,0,0,0,0.0,0.42718446187199555
10000,60,Employed - full time,Consolidation,0,194,14,14,6,2,0,0,8,75.0,4069,4069,0,0.40689999995931,0.07216494808162398
1000,12,Employed - full time,Consolidation,0,96,3,9,8,0,0,2,1,59.0,20428,20428,1,20.427999979572,0.03124999967447917
2500,24,Employed - part time,Other,0,215,15,20,10,0,7,0,10,73.85,15779,15779,7,6.31159999747536,0.06976744153596538
1000,24,Employed - full time,Other,0,16,9,5,5,0,1,2,0,11.8,304,304,7,0.303999999696,0.5624999648437522
20000,60,Employed - full time,Other,0,159,37,12,7,0,0,0,5,78.25,12738,12738,0,0.6368999999681549,0.23270440105217358
1000,12,Employed - full time,Other,0,116,1,200,6,23,1,8,194,30.14,1723,1723,0,1.722999998277,0.008620689580856124
4000,54,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.00024999999993750003,1.000001000001
10000,36,Employed - full time,Other,0,20,5,7,7,0,0,3,0,14.14,2516,2516,0,0.25159999997484,0.2499999875000006
2000,24,Employed - full time,Other,0,116,0,2,2,0,0,1,0,58.0,4902,4902,0,2.4509999987745,0.0
5000,12,Employed - full time,Other,0,27,5,9,7,1,0,2,2,17.33,261,261,0,0.05219999998955999,0.18518517832647488
16000,48,Employed - full time,Other,0,242,12,21,12,1,0,0,9,65.76,450867,23223,0,28.1791874982388,0.049586776654600095
1000,12,Employed - full time,home improvements,0,168,1,64,26,2,18,3,38,48.35,7620,7620,7,7.61999999238,0.005952380916950114
3000,60,Self employed,consolidation,0,48,5,7,5,0,0,2,2,28.57,7353,7353,0,2.4509999991830003,0.10416666449652782
1000,12,Retired,Consolidation,0,177,13,5,5,0,1,0,0,103.2,2892,2892,7,2.891999997108,0.07344632726866482
5000,24,Employed - full time,Home improvement,0,212,2,15,11,2,0,4,4,52.13,316447,16922,0,63.289399987342115,0.009433962219651123
4000,60,Employed - full time,Other,0,180,3,44,19,3,8,4,25,48.57,48428,48428,7,12.10699999697325,0.016666666574074073
8000,48,Employed - full time,Other,0,301,13,15,10,1,0,0,5,108.93,44346,10964,0,5.543249999307093,0.04318936862727785
4000,48,Employed - full time,Other,0,80,2,38,17,5,0,6,21,36.0,155663,5625,0,38.91574999027107,0.024999999687500003
4000,48,Employed - full time,Other,0,236,2,35,13,3,0,1,22,82.31,8143,8143,0,2.0357499994910624,0.008474576235277219
10000,60,Employed - full time,home improvements,0,119,4,10,7,1,0,2,3,57.3,290393,6804,0,29.03929999709607,0.03361344509568533
18500,48,Employed - full time,Other,0,180,2,24,8,4,0,3,16,52.0,225553,22598,0,12.192054053395024,0.011111111049382717
2000,36,Employed - full time,Other,0,153,10,17,13,1,4,2,4,50.53,3110,3110,7,1.5549999992224999,0.06535947669699689
2000,12,Employed - full time,Other,0,139,6,18,10,5,0,6,8,38.89,4121,4121,0,2.0604999989697497,0.04316546731535635
1000,18,Employed - full time,Other,0,158,1,12,9,1,4,5,3,35.5,3526,3526,7,3.525999996474,0.00632911388399295
9000,60,Employed - full time,Car,0,90,2,8,5,1,0,1,3,25.38,1558,1558,0,0.17311111109187655,0.022222221975308647
1500,18,Employed - full time,Other,0,106,2,43,12,0,7,1,31,62.09,6577,6577,7,4.384666663743555,0.0188679243503026
5000,60,Employed - full time,Furniture,0,24,16,2,2,0,0,0,0,20.0,0,0,0,0.0,0.66666663888889
10000,36,Employed - full time,Other,0,443,51,14,13,0,0,0,1,189.57,103455,38574,0,10.34549999896545,0.1151241532389974
10000,60,Employed - full time,Home Improvments,0,56,2,19,11,2,0,3,8,27.63,3436,3436,0,0.34359999996564,0.03571428507653063
4000,12,Employed - full time,Car,0,247,2,12,9,0,2,1,3,92.83,9601,9601,7,2.4002499993999376,0.008097165959120786
3500,36,Employed - full time,Other,0,231,2,19,9,1,4,2,10,62.47,5327,5327,7,1.521999999565143,0.008658008620528101
5000,36,Employed - full time,Home improvement,0,58,8,6,4,0,0,1,2,34.5,16301,16301,0,3.2601999993479596,0.1379310321046374
5000,30,Employed - full time,other,0,50,6,7,7,0,0,3,0,19.86,28150,28150,0,5.629999998873999,0.11999999760000006
4000,54,Employed - full time,Other,0,200,1,12,10,1,1,2,2,52.33,881,881,7,0.22024999994493752,0.004999999975
14000,60,Employed - part time,Other,0,242,14,19,8,0,0,0,11,73.26,259752,34579,0,18.55371428438902,0.05785123943036678
15000,48,Employed - full time,Home improvements,0,197,4,15,9,3,0,4,6,58.13,59804,59804,0,3.9869333330675376,0.020304568424849907
7500,60,Employed - full time,consolidation,0,74,5,13,9,0,5,2,4,31.08,34751,34751,7,4.633466666048871,0.06756756665449234
1000,24,Employed - part time,Debt Consolidation,0,143,1,11,9,2,3,4,2,33.45,13993,13993,7,13.992999986007,0.006993006944104847
1000,36,Employed - part time,Other,1,203,1,12,8,3,0,6,4,52.17,15986,15986,0,15.985999984014,0.004926108350117693
3000,24,Employed - full time,Car,0,216,1,39,17,3,0,2,22,59.59,22745,22745,0,7.581666664139445,0.004629629608196159
1000,12,Employed - full time,Consolidation,0,98,15,8,8,0,5,0,0,43.38,17546,17546,7,17.545999982454,0.15306122292794672
15000,36,Employed - full time,Consolidation,0,209,8,29,10,4,0,1,19,66.41,113474,16157,0,7.564933332829004,0.0382775117785765
10000,36,Employed - full time,Debt consolidation,0,178,0,11,7,1,0,3,4,62.91,27396,27396,0,2.73959999972604,0.0
2000,24,Employed - full time,Other,0,135,0,6,4,0,0,3,2,37.33,52,52,0,0.025999999987,0.0
10000,24,Employed - full time,Debt consolidation,1,256,1,32,17,4,0,6,15,67.88,304247,19434,0,30.42469999695753,0.003906249984741211
2000,30,Employed - part time,Other,0,219,21,21,12,1,0,0,9,65.9,17344,17344,0,8.671999995663999,0.09589041052104835
3000,24,Employed - full time,Other,0,36,11,4,4,0,2,1,0,23.25,763,763,7,0.25433333324855556,0.3055555470679015
1000,24,Employed - part time,Other,0,139,1,31,9,2,7,2,22,58.17,9856,9856,7,9.855999990144,0.007194244552559392
12000,60,Employed - full time,Other,0,255,4,19,8,0,0,2,11,54.74,13093,13093,0,1.0910833332424097,0.01568627444828912
3000,36,Employed - full time,Other,0,161,3,22,10,2,0,5,12,41.09,228783,22881,0,76.26099997457968,0.018633540256934533
7500,36,Employed - full time,Other,0,181,2,27,14,2,0,2,13,64.93,55157,55157,0,7.354266665686097,0.011049723695857881
20000,60,Employed - full time,Debt consolidation,0,136,2,16,12,1,0,4,4,35.81,31410,31410,0,1.570499999921475,0.01470588224480969
6500,48,Employed - full time,Car purchase,0,165,6,17,11,1,1,2,6,49.12,6295,6295,0,0.9684615383125443,0.036363636143250694
12000,60,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-8.333333332638888e-05,1.000001000001
15000,48,Employed - full time,Car loan,0,183,41,8,6,0,0,0,2,110.0,140911,1509,0,9.394066666040395,0.22404371462271194
15000,36,Employed - full time,Other,0,124,1,59,10,3,1,8,49,43.1,11071,11071,7,0.7380666666174622,0.008064516063995839
6000,48,Employed - full time,Other,1,292,9,18,8,4,0,2,10,86.83,6663,6663,0,1.1104999998149165,0.030821917702664667
6500,48,Employed - full time,Car,0,301,27,12,9,0,1,0,3,151.75,312033,3010,7,48.005076915691525,0.0897009963797309
9000,48,Employed - part time,Consolidation,1,182,10,22,13,2,0,1,9,86.82,14654,14654,1,1.6282222220413085,0.05494505464315904
3800,36,Employed - full time,Car,0,62,1,10,6,2,0,2,4,26.8,5657,5657,0,1.4886842101345568,0.01612903199791884
1800,24,Employed - full time,Consolidation,0,173,1,4,3,0,1,1,1,83.0,1891,1891,7,1.0505555549719134,0.005780346787396839
12000,48,Employed - part time,Other,0,299,10,20,10,3,0,1,10,109.2,198288,15698,0,16.523999998623,0.03344481594165613
10000,60,Employed - full time,Consolidation,0,344,4,26,15,2,0,1,11,79.73,61929,15804,0,6.1928999993807095,0.011627906942942131
10000,60,Employed - full time,Other,0,180,17,11,11,0,0,0,0,79.55,309298,35637,0,30.92979999690702,0.0944444439197531
3000,36,Employed - full time,Home Improvements,0,119,2,21,16,2,0,2,5,62.76,20673,20673,0,6.890999997703,0.016806722547842667
15000,60,Employed - full time,Other,0,105,1,21,9,0,0,3,12,50.9,12013,12013,0,0.8008666666132755,0.009523809433106578
10000,48,Employed - full time,car,0,367,15,22,10,1,0,0,12,114.18,155537,291,0,15.55369999844463,0.04087193449353697
17000,60,Employed - full time,Other,0,252,10,18,13,0,0,1,5,62.56,22035,22035,0,1.2961764705119896,0.03968253952506929
2000,24,Employed - full time,Household,1,361,10,31,8,2,0,1,23,69.48,123023,11321,0,61.51149996924425,0.027700830948197145
3500,36,Employed - full time,Other,0,64,4,9,7,0,0,4,2,22.44,4748,4748,0,1.3565714281838368,0.062499999023437516
3000,12,Employed - full time,Home Improvement,1,396,1,12,5,1,0,1,7,74.25,132172,1000,0,44.05733331864756,0.002525252518875625
15000,36,Employed - full time,debt consolidation,0,97,4,16,12,2,0,1,4,47.88,44548,13159,0,2.9698666664686755,0.04123711297693698
1000,12,Employed - full time,Other,0,151,5,18,15,1,13,1,3,65.18,14831,14831,7,14.830999985169,0.03311258256216833
15000,60,Employed - full time,Consolidation,0,209,1,24,10,3,0,6,14,49.0,14554,14554,0,0.9702666666019822,0.004784688972322063
2500,48,Employed - full time,Car,0,236,2,16,11,3,1,4,5,46.5,6243,6243,7,2.49719999900112,0.008474576235277219
2000,24,Employed - part time,Other,0,150,4,45,14,5,6,8,31,51.64,17236,17236,7,8.617999995691,0.02666666648888889
10000,60,Employed - full time,New car,0,141,7,13,10,0,1,1,3,82.46,79495,22968,7,7.94949999920505,0.049645389718827024
1000,18,Employed - full time,Other,0,95,1,35,13,10,3,13,22,30.94,4727,4727,7,4.726999995273,0.01052631567867036
1000,12,Employed - full time,Other,0,124,3,16,12,0,2,2,4,46.62,4463,4463,7,4.462999995537,0.024193548191987515
5000,36,Employed - full time,Other,0,196,4,22,12,4,6,1,10,52.18,7827,7827,7,1.56539999968692,0.02040816316118284
5000,48,Employed - full time,Other,0,176,16,22,17,0,0,0,5,71.32,131026,26336,0,26.20519999475896,0.09090909039256198
7500,60,Employed - full time,Other,0,110,11,13,4,0,2,1,9,65.85,6829,6829,0,0.9105333332119289,0.0999999990909091
8000,48,Employed - part time,Other,1,212,0,23,12,0,0,4,11,70.65,114009,5919,0,14.251124998218609,0.0
6500,48,Employed - full time,car,0,246,1,31,15,1,9,3,16,65.06,39808,39808,7,6.124307691365491,0.0040650406338819485
5000,48,Self employed,Other,0,160,7,11,7,1,0,1,4,73.64,1769,1769,0,0.35379999992924,0.0437499997265625
1000,12,Employed - full time,Other,0,24,2,9,6,2,0,5,3,11.44,1665,1665,0,1.664999998335,0.08333332986111125
6650,48,Employed - full time,Debt consolidation,0,122,10,9,6,0,0,1,3,50.67,6702,6702,0,1.0078195487206285,0.08196721244289171
15000,48,Employed - full time,car,0,226,26,14,7,3,0,0,7,77.5,0,0,0,0.0,0.11504424727856528
20000,60,Employed - full time,Other,0,45,12,6,5,1,0,0,1,20.17,3,3,0,0.0001499999999925,0.2666666607407409
15000,36,Employed - full time,Other,0,183,10,14,6,2,0,2,8,72.36,98915,2759,0,6.594333332893711,0.05464480844456389
20000,60,Employed - full time,Home improvement,0,201,6,20,11,1,0,1,9,72.0,219559,14739,0,10.977949999451102,0.029850746120145544
6500,60,Retired,car,0,101,8,16,9,4,1,4,7,41.0,2627,2627,0,0.4041538460916686,0.07920792000784238
13500,54,Self employed,Car,0,245,2,20,14,2,0,2,6,48.95,19219,19219,0,1.4236296295241755,0.008163265272802998
12000,36,Employed - full time,Home improvements,0,110,2,10,8,2,0,1,2,43.1,138164,7725,0,11.513666665707195,0.018181818016528926
9000,24,Self employed,Car,0,276,36,7,6,0,0,0,1,116.57,13642,10809,0,1.515777777609358,0.13043478213610588
15000,48,Employed - full time,Car,0,109,10,15,8,1,0,1,7,58.67,156581,2309,0,10.438733332637417,0.09174311842437506
8000,60,Employed - part time,Car,0,149,8,15,8,1,3,1,7,39.87,2899,2899,7,0.3623749999547031,0.05369127480744111
3000,24,Employed - part time,Other,0,25,4,19,14,3,0,7,5,14.68,20386,20386,0,6.795333331068223,0.15999999360000025
5000,60,Self employed,Other,0,58,23,3,3,0,0,0,0,35.0,3265,3265,0,0.6529999998693999,0.3965517173008325
5000,60,Employed - full time,home improvements,0,372,18,15,9,1,0,0,6,114.4,239622,21582,0,47.92439999041512,0.048387096644120706
10000,24,Self employed,Other,0,336,16,13,8,1,0,0,5,149.15,345704,55112,0,34.57039999654296,0.04761904747732426
10000,60,Employed - part time,Car purchase,1,241,12,13,8,0,0,0,5,87.85,117024,2502,0,11.70239999882976,0.04979253091372394
6500,48,Employed - full time,car,0,237,3,22,11,2,1,1,11,67.64,32930,19797,7,5.066153845374438,0.012658227794691022
3000,48,Employed - part time,Car,0,101,11,25,11,3,1,1,14,31.16,6672,6672,7,2.2239999992586665,0.10891089001078327
12000,60,Employed - full time,Car repair,0,82,29,6,4,1,0,0,2,51.83,4944,4944,0,0.41199999996566666,0.3536585322724569
1000,12,Employed - part time,consolidation,0,40,14,5,4,0,3,0,1,27.0,1180,1180,7,1.17999999882,0.34999999125000025
5000,48,Employed - full time,Car,0,85,12,3,3,0,0,0,0,36.33,0,0,0,0.0,0.14117646892733565
10000,60,Employed - full time,Other,0,33,9,7,7,0,0,1,0,21.0,10665,10665,0,1.06649999989335,0.2727272644628102
15000,36,Employed - full time,Other,0,351,5,16,8,0,0,2,8,117.81,16731,16731,0,1.1153999999256399,0.014245014204430159
15000,36,Employed - part time,Other,0,247,8,12,6,2,0,1,6,77.42,30449,30449,0,2.0299333331980045,0.032388663836483145
2000,12,Self employed,Consolidation,0,263,4,21,13,4,0,2,8,53.71,94365,32335,0,47.18249997640875,0.015209125417455798
20000,60,Employed - full time,Car,0,102,3,15,4,3,0,2,11,49.6,3230,3230,0,0.161499999991925,0.02941176441753172
5000,24,Employed - full time,Debt consolidation,0,81,39,5,3,0,1,0,2,67.2,2903,2903,7,0.58059999988388,0.4814814755372657
2000,36,Employed - full time,Other,0,121,12,21,10,1,0,0,11,49.67,14404,14404,0,7.201999996399,0.09917355289939213
6000,36,Employed - full time,Other,0,194,4,18,6,1,0,2,12,81.11,52765,2892,0,8.794166665200972,0.020618556594749708
1500,24,Employed - full time,debt consolidation,0,18,2,7,7,0,0,5,0,8.57,316,316,0,0.2106666665262222,0.11111110493827195
15000,60,Employed - full time,Home improvement,0,210,6,20,14,2,0,1,6,95.35,102006,9360,0,6.80039999954664,0.02857142843537415
20000,60,Employed - full time,Car,0,373,28,14,10,0,4,0,4,121.36,117415,13277,7,5.8707499997064625,0.07506702392743425
10000,60,Employed - full time,Other,0,187,7,19,14,2,0,3,5,63.79,99651,9967,0,9.96509999900349,0.0374331548800366
3000,24,Employed - full time,home improvement,0,197,5,11,7,1,0,2,4,76.09,329827,59078,0,109.94233329668589,0.025380710531062382
5000,12,Self employed,Consolidation,0,181,2,33,13,3,0,2,20,62.85,58202,58202,0,11.640399997671919,0.011049723695857881
3000,48,Employed - full time,Consolidation,0,91,2,38,22,1,7,6,16,36.84,23906,23906,7,7.968666664010445,0.021978021736505256
5000,24,Employed - full time,Other,0,70,9,13,6,6,0,3,7,23.62,3877,3877,0,0.7753999998449199,0.1285714267346939
1500,12,Employed - full time,Car,0,86,1,5,4,1,0,2,1,29.4,0,0,0,0.0,0.011627906841535968
4000,24,Employed - full time,Consolidation,0,100,3,20,12,4,0,9,8,25.4,6563,6563,0,1.6407499995898125,0.029999999700000005
15000,48,Employed - full time,Other,0,166,2,33,25,5,0,12,8,26.76,19438,19438,0,1.2958666665802756,0.012048192698504864
1000,12,Employed - full time,debt consolidation,0,45,1,4,4,0,0,2,0,15.0,776,776,0,0.775999999224,0.022222221728395074
7000,48,Employed - full time,Other,0,227,17,3,2,0,0,0,1,96.33,240,240,0,0.03428571428081632,0.07488986751149838
5000,36,Employed - full time,home improvements,1,207,3,18,12,0,0,3,6,59.39,99436,2045,0,19.88719999602256,0.014492753553175104
15000,48,Employed - full time,Other,0,228,12,23,13,2,0,0,10,78.09,68448,23680,0,4.563199999695787,0.05263157871652816
4000,48,Employed - full time,Other,1,103,27,5,3,1,0,0,2,53.2,234,234,0,0.058499999985375,0.26213591978508816
4000,48,Employed - full time,Emergency,1,206,2,11,7,1,0,1,4,70.55,1291,1291,0,0.3227499999193125,0.009708737816947874
15000,60,Employed - full time,Debt consolidation,0,254,3,19,8,1,0,1,11,120.79,186063,10989,0,12.404199999173054,0.011811023575547152
4000,24,Employed - part time,Other,0,247,5,15,10,0,0,1,5,117.8,7277,7277,0,1.8192499995451876,0.020242914897801965
4000,48,Employed - full time,Other,1,157,9,14,9,0,0,1,5,50.21,9550,9550,0,2.387499999403125,0.05732484039920484
1000,12,Employed - full time,Other,0,177,2,62,8,11,2,5,54,51.73,5325,5325,0,5.324999994675,0.011299434964409973
20000,60,Self employed,car,0,163,9,14,8,2,0,1,6,50.79,245851,14353,0,12.292549999385372,0.055214723587639736
20000,60,Employed - full time,Other,0,266,6,21,9,1,0,2,12,87.81,210432,65423,0,10.52159999947392,0.022556390892645148
